MLS #,Cat,Status,Address,City,County,Zip,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
1002801598,RES,CLS,1520 16th St NW #201,Washington,"Washington, DC",20036,2,Unit/Flat/Apartment,3/10/14,Keller Williams Capital Properties (KWCP1),"$685,000 "
1002813156,RES,CLS,1 Scott Cir NW #709,Washington,"Washington, DC",20036,0,Unit/Flat/Apartment,3/21/14,TTR Sotheby's International Realty (TTRS4),"$250,000 "
1002815364,RES,CLS,1514 17th St NW #512,Washington,"Washington, DC",20036,0,Unit/Flat/Apartment,3/25/14,"Long & Foster Real Estate, Inc. (LNG3)","$245,000 "
1002818838,RES,CLS,1514 17th St NW #402,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,4/11/14,Compass (LNRE1),"$355,000 "
1002825584,RES,CLS,2012 O St NW #33,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,4/11/14,RE/MAX Allegiance (RMAX52),"$318,000 "
1002831964,RES,CLS,1 Scott Cir NW #606,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,3/21/14,Beasley Real Estate LLC (BEAS1),"$254,000 "
1002837128,RES,CLS,2016 P St NW #201,Washington,"Washington, DC",20036,2,Unit/Flat/Apartment,3/18/14,Keller Williams Realty (KWR8),"$585,000 "
1002838466,RES,CLS,1718 P St NW #804,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,8/11/14,"Vogel Realty, Inc. (VOG1)","$390,000 "
1002848046,RES,CLS,1545 18th St NW #117,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,7/31/14,Chatel Real Estate Company (CHL2),"$300,000 "
1002848754,RES,CLS,1325 18th St NW #R-806,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,4/4/14,"Long & Foster Real Estate, Inc. (LNG194)","$437,000 "
1002853400,RES,CLS,1260 21st St NW #904,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,4/30/14,Coldwell Banker Residential Brokerage (CBRB106),"$325,000 "
1002857980,RES,CLS,1026 16th St NW #805,Washington,"Washington, DC",20036,3,Unit/Flat/Apartment,4/30/14,"Select Premium Properties, Inc (GRAN1)","$990,000 "
1002860284,RES,CLS,1260 21st St NW #500,Washington,"Washington, DC",20036,0,Unit/Flat/Apartment,3/29/14,Cornerstone Real Estate LLC (CSTO1),"$245,000 "
1002862404,RES,CLS,1514 17th St NW #404,Washington,"Washington, DC",20036,0,Unit/Flat/Apartment,4/16/14,DCRE RESIDENTIAL LLC (DRESI1),"$249,000 "
1002866810,RES,CLS,1514 17th St NW #209,Washington,"Washington, DC",20036,0,Unit/Flat/Apartment,5/15/14,M9 Real Estate (MRE9),"$229,000 "
1002867480,RES,CLS,1545 18th St NW #206,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,4/15/14,Compass (LNRE1),"$363,000 "
1002868636,RES,CLS,1727 Massachusetts Ave NW #202,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,5/2/14,"Long & Foster Real Estate, Inc. (LNG35)","$371,500 "
1002874672,RES,CLS,1514 17th St NW #B2,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,5/27/14,Coldwell Banker Residential Brokerage (CBRB106),"$292,500 "
1002881360,RES,CLS,1711 Massachusetts Ave NW #733,Washington,"Washington, DC",20036,0,Unit/Flat/Apartment,6/10/14,"Long & Foster Real Estate, Inc. (LNG35)","$249,000 "
1002881508,RES,CLS,1767 P St NW #4,Washington,"Washington, DC",20036,1,Row/Townhouse,6/12/14,"Long & Foster Real Estate, Inc. (LNG35)","$570,000 "
1002886636,RES,CLS,1411 21st St NW,Washington,"Washington, DC",20036,0,Row/Townhouse,6/12/14,Beasley Real Estate LLC (BEAS1),"$369,500 "
1002887822,RES,CLS,1718 P St NW #208,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,5/15/14,Coldwell Banker Residential Brokerage (CBRB106),"$395,000 "
1002888662,RES,CLS,1711 Massachusetts Ave NW #625,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,4/21/14,"Long & Foster Real Estate, Inc. (LNG35)","$295,000 "
1002889738,RES,CLS,1330 New Hampshire Ave NW #1008,Washington,"Washington, DC",20036,0,Unit/Flat/Apartment,5/27/14,TTR Sotheby's International Realty (TTRS5),"$245,000 "
1002890278,RES,CLS,1514 17th St NW #505,Washington,"Washington, DC",20036,0,Unit/Flat/Apartment,4/30/14,Compass (LNRE1),"$250,000 "
1002891850,RES,CLS,1734 P St NW #34,Washington,"Washington, DC",20036,2,Unit/Flat/Apartment,5/13/14,"Best Address Real Estate, LLC (BSTA1)","$451,000 "
1002892474,RES,CLS,1330 New Hampshire Ave NW #31,Washington,"Washington, DC",20036,0,Garage/Parking Space,8/28/14,TTR Sotheby's International Realty (TTRS5),"$60,000 "
1002899232,RES,CLS,1718 P St NW #720,Washington,"Washington, DC",20036,0,Unit/Flat/Apartment,5/12/14,TTR Sotheby's International Realty (TTRS2),"$285,000 "
1002899356,RES,CLS,1526 17th St NW #206,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,6/5/14,"Continental Properties, Ltd. (CPRE1)","$348,200 "
1002900240,RES,CLS,1260 21st St NW #311,Washington,"Washington, DC",20036,2,Unit/Flat/Apartment,5/28/14,City Chic Real Estate (CHIC1),"$499,000 "
1002901220,RES,CLS,1718 P St NW #612,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,4/25/14,Compass (LNRE1),"$330,100 "
1002903814,RES,CLS,1301 20th St NW #206,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,5/16/14,Coldwell Banker Residential Brokerage (CBRB106),"$330,000 "
1002903832,RES,CLS,1506 17th St NW #12,Washington,"Washington, DC",20036,1,Row/Townhouse,5/2/14,Coldwell Banker Residential Brokerage (CBRB45),"$431,750 "
1002905768,RES,CLS,1514 17th St NW #108,Washington,"Washington, DC",20036,0,Unit/Flat/Apartment,5/22/14,Compass (LNRE1),"$241,500 "
1002906370,RES,CLS,1718 P St NW #907,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,5/23/14,RE/MAX Allegiance (RMAX17),"$475,000 "
1002907032,RES,CLS,1545 18th St NW #116,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,4/23/14,Compass (LNRE1),"$335,000 "
1002910306,RES,CLS,1325 18th St NW #R-1009,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,5/6/14,"Long & Foster Real Estate, Inc. (LNG1)","$445,000 "
1002915466,RES,CLS,1711 Massachusetts Ave NW #202,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,4/24/14,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL1)","$275,000 "
1002916216,RES,CLS,1 Scott Cir NW #621,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,6/4/14,"Long & Foster Real Estate, Inc. (LNG1)","$375,000 "
1002920278,RES,CLS,1330 New Hampshire Ave NW #201,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,5/9/14,TTR Sotheby's International Realty (TTRS5),"$445,000 "
1002920510,RES,CLS,2101 11th St NW #503,Washington,"Washington, DC",20036,2,Unit/Flat/Apartment,4/4/14,"Urban Pace, a Long & Foster Company (URP1)","$646,900 "
1002920724,RES,CLS,1711 Massachusetts Ave NW #531,Washington,"Washington, DC",20036,0,Unit/Flat/Apartment,5/22/14,Keller Williams Capital Properties (KWCP2),"$249,900 "
1002928434,RES,CLS,1 Scott Cir NW #811,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,5/15/14,Goodman Realtors (GDRM1),"$275,000 "
1002931064,RES,CLS,1718 P St NW #719,Washington,"Washington, DC",20036,0,Unit/Flat/Apartment,5/2/14,TTR Sotheby's International Realty (TTRS4),"$249,000 "
1002942526,RES,CLS,1727 Massachusetts Ave NW #608,Washington,"Washington, DC",20036,0,Unit/Flat/Apartment,4/16/14,Coldwell Banker Residential Brokerage (CBRB106),"$217,000 "
1002944890,RES,CLS,1711 Massachusetts Ave NW #519,Washington,"Washington, DC",20036,0,Unit/Flat/Apartment,6/25/14,"Long & Foster Real Estate, Inc. (LNG44)","$266,700 "
1002945778,RES,CLS,1321 21st St NW #5,Washington,"Washington, DC",20036,2,Row/Townhouse,5/19/14,Beasley Real Estate LLC (BEAS1),"$845,000 "
1002946736,RES,CLS,1321 21st St NW #1,Washington,"Washington, DC",20036,1,Row/Townhouse,6/13/14,Beasley Real Estate LLC (BEAS1),"$410,000 "
1002946856,RES,CLS,1321 21st St NW #6,Washington,"Washington, DC",20036,2,Row/Townhouse,5/27/14,Beasley Real Estate LLC (BEAS1),"$900,000 "
1002952152,RES,CLS,1316 New Hampshire Ave NW #106,Washington,"Washington, DC",20036,0,Unit/Flat/Apartment,5/15/14,"McEnearney Associates, Inc. (MCE7)","$251,500 "
1002954116,RES,CLS,1330 New Hampshire Ave NW #603,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,5/16/14,TTR Sotheby's International Realty (TTRS5),"$324,500 "
1002955638,RES,CLS,1321 21st St NW #2,Washington,"Washington, DC",20036,1,Row/Townhouse,5/8/14,Beasley Real Estate LLC (BEAS1),"$424,900 "
1002955664,RES,CLS,1321 21st St NW #4,Washington,"Washington, DC",20036,2,Row/Townhouse,5/16/14,Beasley Real Estate LLC (BEAS1),"$719,000 "
1002958100,RES,CLS,1520 16th St NW #301,Washington,"Washington, DC",20036,2,Unit/Flat/Apartment,5/30/14,"Long & Foster Real Estate, Inc. (LNG3)","$624,900 "
1002963400,RES,CLS,1727 Massachusetts Ave NW #311,Washington,"Washington, DC",20036,0,Unit/Flat/Apartment,6/19/14,"Wm. Calomiria Company, LLC (WCC1)","$217,000 "
1002965180,RES,CLS,1526 17th St NW #301,Washington,"Washington, DC",20036,2,Unit/Flat/Apartment,6/13/14,Keller Williams Capital Properties (KWCP1),"$599,000 "
1002970972,RES,CLS,1727 Massachusetts Ave NW #801,Washington,"Washington, DC",20036,0,Unit/Flat/Apartment,5/23/14,Coldwell Banker Residential Brokerage (CBRB106),"$240,000 "
1002972548,RES,CLS,1401 17th St NW #409,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,6/13/14,Chatel Real Estate Company (CHL2),"$385,000 "
1002974006,RES,CLS,1711 Massachusetts Ave NW #205,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,7/1/14,RE/MAX Professionals (RMXP3),"$330,000 "
1002980810,RES,CLS,1321 21st St NW #3,Washington,"Washington, DC",20036,1,Row/Townhouse,5/16/14,Beasley Real Estate LLC (BEAS1),"$425,000 "
