MLS #,Cat,Status,Address,City,County,Zip,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
1000715106,RES,CLS,6100 33rd St NW,Washington,"Washington, DC",20015,4,Detached,10/15/13,"Long & Foster Real Estate, Inc. (LNG147)","$1,380,000 "
1002785280,RES,CLS,5827 Utah Ave NW,Washington,"Washington, DC",20015,6,Detached,3/7/14,"Long & Foster Real Estate, Inc. (LNG54)","$2,250,000 "
1002787738,RES,CLS,5426 30th St NW,Washington,"Washington, DC",20015,4,Detached,3/14/14,"Long & Foster Real Estate, Inc. (LNG3)","$1,075,000 "
1002790616,RES,CLS,3717 Huntington St NW,Washington,"Washington, DC",20015,5,Detached,4/30/14,"Long & Foster Real Estate, Inc. (LNG1)","$1,250,000 "
1002791776,RES,CLS,4301 Military Rd NW #301,Washington,"Washington, DC",20015,2,Unit/Flat/Apartment,8/14/14,"Long & Foster Real Estate, Inc. (LNG194)","$1,600,000 "
1002795098,RES,CLS,6205 33rd St NW,Washington,"Washington, DC",20015,3,Detached,2/28/14,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL6)","$1,029,000 "
1002795878,RES,CLS,5353 Reno Rd NW,Washington,"Washington, DC",20015,5,Detached,3/5/14,"Washington Fine Properties, LLC (WFP1)","$1,045,000 "
1002797790,RES,CLS,2763 Unicorn Ln NW,Washington,"Washington, DC",20015,3,End of Row/Townhouse,5/15/14,Keller Williams Capital Properties (KWCP2),"$912,500 "
1002804484,RES,CLS,5310 Connecticut Ave NW #9,Washington,"Washington, DC",20015,3,End of Row/Townhouse,3/14/14,Coldwell Banker Residential Brokerage (CBRB52),"$742,000 "
1002813490,RES,CLS,5424 Nebraska Ave NW,Washington,"Washington, DC",20015,6,Detached,4/4/14,Washington Fine Properties (WFP7),"$1,249,000 "
1002821438,RES,CLS,5410 Connecticut Ave NW #215,Washington,"Washington, DC",20015,1,Unit/Flat/Apartment,3/28/14,"McEnearney Associates, Inc. (MCE7)","$270,000 "
