MLS #,Cat,Status,Address,City,County,Zip,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
1002205118,RES,CLS,4726 B St SE,Washington,"Washington, DC",20019,3,Twin/Semi-Detached,8/24/09,"Marbray and Co. Realty, LLC (MARB1)","$180,000 "
1002205176,RES,CLS,358 Chaplin St SE,Washington,"Washington, DC",20019,3,Twin/Semi-Detached,9/2/08,"Marbray and Co. Realty, LLC (MARB1)","$275,000 "
1004484529,RES,CLS,4350 D St SE,Washington,"Washington, DC",20019,2,Twin/Semi-Detached,1/6/09,RE/MAX Metropolitan Realty (REMR2),"$225,000 "
1005112734,RES,CLS,320 61st St NE #101,Washington,"Washington, DC",20019,3,Unit/Flat/Apartment,7/21/09,EXIT Right Realty (EXRT1),"$185,000 "
1005112816,RES,CLS,4603 Hunt Pl NE #A,Washington,"Washington, DC",20019,4,Twin/Semi-Detached,2/11/09,RE/MAX United Real Estate (RMXD1),"$70,000 "
1005112994,RES,CLS,320 61st St NE #201,Washington,"Washington, DC",20019,3,Unit/Flat/Apartment,8/14/09,EXIT Right Realty (EXRT1),"$190,000 "
1005113012,RES,CLS,320 61st St NE #202,Washington,"Washington, DC",20019,3,Unit/Flat/Apartment,2/24/09,EXIT Right Realty (EXRT1),"$230,000 "
1005113018,RES,CLS,320 61st St NE #302,Washington,"Washington, DC",20019,3,Unit/Flat/Apartment,8/7/09,EXIT Right Realty (EXRT1),"$190,000 "
1005117960,RES,CLS,136 36th St NE,Washington,"Washington, DC",20019,3,Row/Townhouse,2/16/09,Keller Williams Preferred Properties (KWPP1),"$220,000 "
1005118402,RES,CLS,208 49th St NE,Washington,"Washington, DC",20019,3,Row/Townhouse,1/29/09,RE/MAX Realty Services (RBE1),"$89,900 "
1005118596,RES,CLS,4915 Nannie Helen Burroughs Ave NE #B01,Washington,"Washington, DC",20019,1,Unit/Flat/Apartment,7/13/09,"Long & Foster Real Estate, Inc. (LNG194)","$49,900 "
1005123068,RES,CLS,4324 Sheriff Rd NE,Washington,"Washington, DC",20019,3,Detached,3/24/09,SEI Real Estate (SEIR1),"$212,000 "
1005126504,RES,CLS,415 34th St NE,Washington,"Washington, DC",20019,2,Row/Townhouse,3/24/09,Coldwell Banker Residential Brokerage (CBRB45),"$194,900 "
1005131244,RES,CLS,4009 Clay Pl NE,Washington,"Washington, DC",20019,3,Twin/Semi-Detached,8/20/09,"Weichert, REALTORS (WEI28)","$97,000 "
1005132810,RES,CLS,49744976 Just St NE,Washington,"Washington, DC",20019,2,Row/Townhouse,7/17/09,"Long & Foster Real Estate, Inc. (LNG1)","$92,000 "
1005138290,RES,CLS,4616 H St SE,Washington,"Washington, DC",20019,3,Twin/Semi-Detached,4/21/09,"Urban Brokers, LLC (UBRO1)","$169,900 "
1005139488,RES,CLS,3324 Clay St NE,Washington,"Washington, DC",20019,2,Row/Townhouse,4/23/09,"Real Estate By Owner, Inc. (REBO1)","$150,000 "
1005140738,RES,CLS,4232 Hildreth St SE,Washington,"Washington, DC",20019,2,Twin/Semi-Detached,4/17/09,"ANR Realty, LLC (ANRR1)","$191,900 "
1005142384,RES,CLS,107 47th St SE,Washington,"Washington, DC",20019,2,End of Row/Townhouse,5/31/09,Realty Executives/2000 (RTE1),"$185,000 "
1005146430,RES,CLS,902 Porter Ct NE,Washington,"Washington, DC",20019,4,Row/Townhouse,7/1/09,Keller Williams Capital Properties (KWCP1),"$79,900 "
1005147242,RES,CLS,1145 46th Pl SE,Washington,"Washington, DC",20019,3,,3/23/09,DeLuca & Associates Real Estate (DDD1),"$110,000 "
1005150288,RES,CLS,4504 Dix St NE,Washington,"Washington, DC",20019,3,Detached,2/27/09,Coldwell Banker Residential Brokerage (CBRB45),"$55,500 "
1005150624,RES,CLS,4250 Massachusetts Ave SE,Washington,"Washington, DC",20019,4,Detached,6/29/09,Home Source Real Estate Solutions (HSLT1),"$239,000 "
1005162442,RES,CLS,1133 46th St SE,Washington,"Washington, DC",20019,3,Detached,9/1/09,"Long & Foster Real Estate, Inc. (LNG150)","$249,600 "
1005165004,RES,CLS,3960 East Capitol St NE,Washington,"Washington, DC",20019,3,Row/Townhouse,8/14/09,Fairfax Realty Premier (FXR3),"$136,500 "
1005165780,RES,CLS,4208 Eads St NE,Washington,"Washington, DC",20019,3,Twin/Semi-Detached,8/31/09,Keller Williams Preferred (KWPP2),"$60,000 "
1005170342,RES,CLS,4731 Sheriff Rd NE,Washington,"Washington, DC",20019,3,Detached,7/25/09,"Long & Foster Real Estate, Inc. (LNG194)","$50,000 "
1005174280,RES,CLS,4732 Benning Rd SE #A-102,Washington,"Washington, DC",20019,1,Unit/Flat/Apartment,8/12/09,RE/MAX Realty Services (RBE1),"$28,000 "
1005175152,RES,CLS,528 56th St NE,Washington,"Washington, DC",20019,3,Twin/Semi-Detached,4/7/09,Keller Williams Capital Properties (KWCP1),"$54,000 "
1005176788,RES,CLS,4633 Capitol St SE,Washington,"Washington, DC",20019,3,Twin/Semi-Detached,8/11/09,"ANR Realty, LLC (ANRR1)","$145,000 "
1005186460,RES,CLS,4702 Jay St NE,Washington,"Washington, DC",20019,2,Detached,7/6/09,Keller Williams of Southern Maryland (KWSM1),"$29,000 "
1005186678,RES,CLS,4716 Southern Ave SE,Washington,"Washington, DC",20019,4,Detached,7/31/09,Keller Williams Realty (KWR8),"$139,900 "
1005190322,RES,CLS,4514 Dix St NE,Washington,"Washington, DC",20019,3,Detached,4/7/09,"Matthew Spicer Real Estate, LLC (MSPI1)","$229,500 "
1005191738,RES,CLS,1121 46th St NE,Washington,"Washington, DC",20019,3,Detached,7/29/09,Keller Williams Realty (KWR8),"$249,955 "
1005194158,RES,CLS,4409 Foote St NE,Washington,"Washington, DC",20019,4,Twin/Semi-Detached,4/9/09,Keller Williams Capital Properties (KWCP1),"$75,000 "
1005200210,RES,CLS,5173 Sheriff Rd NE,Washington,"Washington, DC",20019,2,Twin/Semi-Detached,5/30/09,"Matthew Spicer Real Estate, LLC (MSPI1)","$219,500 "
1005201140,RES,CLS,314 57th St NE,Washington,"Washington, DC",20019,3,Detached,6/25/09,Keller Williams Realty (KWR8),"$225,000 "
1005206122,RES,CLS,542 48th Pl NE,Washington,"Washington, DC",20019,3,End of Row/Townhouse,8/27/09,Jobin Real Estate Company of Washington (JBRE1),"$100,000 "
1005210822,RES,CLS,4232 Gault Pl NE,Washington,"Washington, DC",20019,4,Row/Townhouse,7/17/09,RE/MAX United Real Estate (RMXD1),"$46,000 "
1005213144,RES,CLS,5051 Jay St NE,Washington,"Washington, DC",20019,4,Twin/Semi-Detached,6/22/09,Arcadia Realty (SILR1),"$70,000 "
1005215914,RES,CLS,5096 Just St NE,Washington,"Washington, DC",20019,3,End of Row/Townhouse,7/31/09,"Sawyer Real Estate, LLC (SRLC1)","$142,900 "
1005217316,RES,CLS,5220 Cloud Pl NE,Washington,"Washington, DC",20019,3,Detached,8/19/09,"NetRealtyNow.com, LLC (NRN1)","$204,000 "
1005224822,RES,CLS,508 60th St NE,Washington,"Washington, DC",20019,4,Twin/Semi-Detached,6/25/09,Keller Williams Realty (KWR8),"$149,000 "
1005232182,RES,CLS,263 55th St NE,Washington,"Washington, DC",20019,2,Detached,5/28/09,RE/MAX Allegiance (RMAX17),"$35,000 "
1005235524,RES,CLS,5324 James Pl NE,Washington,"Washington, DC",20019,2,Detached,8/7/09,"Ivan Brown Realty, Inc. (IVAN1)","$48,900 "
1005239184,RES,CLS,4603-A Hunt Pl NE,Washington,"Washington, DC",20019,3,Twin/Semi-Detached,6/9/09,Keller Williams Realty (KWR8),"$189,000 "
1005242386,RES,CLS,5054 Hayes St NE,Washington,"Washington, DC",20019,2,,4/30/09,Keller Williams Capital Properties (KWCP1),"$70,000 "
1005243318,RES,CLS,4502 Gault Pl NE,Washington,"Washington, DC",20019,5,Detached,7/10/09,Coldwell Banker Residential Brokerage (CBRB52),"$75,000 "
1005244992,RES,CLS,2915 K St SE,Washington,"Washington, DC",20019,2,End of Row/Townhouse,7/2/09,RE/MAX Excellence Realty (RXER1),"$229,550 "
1005249158,RES,CLS,5344 D St SE,Washington,"Washington, DC",20019,4,Detached,8/24/09,ERA Realty Group (RTR1),"$155,000 "
1005250762,RES,CLS,4231 H St SE,Washington,"Washington, DC",20019,2,Twin/Semi-Detached,5/28/09,Fairfax Realty Premier (FXR3),"$225,000 "
1005256436,RES,CLS,4918 Meade St NE,Washington,"Washington, DC",20019,3,Twin/Semi-Detached,5/27/09,Keller Williams of Southern Maryland (KWSM1),"$148,500 "
1005264146,RES,CLS,5818 Eads St NE,Washington,"Washington, DC",20019,3,Twin/Semi-Detached,8/26/09,"Matthew Spicer Real Estate, LLC (MSPI1)","$217,500 "
