,gsId,name,type,gradeRange,enrollment,parentRating,city,state,address,phone,fax,website,ncesId,lat,lon,overviewLink,ratingsLink,reviewsLink,schoolStatsLink,gsRating,districtId,district,districtNCESId,Zip Code
0,394,Academia de la Recta Porta,private,PK-12,72.0,4.0,Washington,DC,"7614 Georgia Ave NW, 
Washington, DC  20012",(202) 726-8737,,,A0300737,38.982582,-77.02679,https://www.greatschools.org/washington-dc/washington/394-Academia-De-La-Recta-Porta/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/394-Academia-De-La-Recta-Porta/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/394-Academia-De-La-Recta-Porta/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/394-Academia-De-La-Recta-Porta/?utm_source=GSAPI&utm_medium=referral,,,,,20012
1,246,Academy for Ideal Education - T Street,private,1-12,65.0,4.0,Washington,DC,"62 T st N.E washington, 
Washington, DC  20002",(202) 269-3186,(202) 269-3426,http://www.idealacademy.org/,A9901125,38.91555,-77.00846,https://www.greatschools.org/washington-dc/washington/246-Academy-For-Ideal-Education---T-Street/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/246-Academy-For-Ideal-Education---T-Street/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/246-Academy-For-Ideal-Education---T-Street/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/246-Academy-For-Ideal-Education---T-Street/?utm_source=GSAPI&utm_medium=referral,,,,,20002
2,587,Achievement Preparatory Academy PCS,charter,4-8,383.0,4.0,Washington,DC,"908 Wahler Place Southeast, 
Washington, DC  20032",(202) 562-1214,(202) 562-1219,http://www.aprepacademy.org,110007200405,38.83435,-76.99234,https://www.greatschools.org/washington-dc/washington/587-Achievement-Preparatory-Academy-PCS/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/587-Achievement-Preparatory-Academy-PCS/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/587-Achievement-Preparatory-Academy-PCS/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/587-Achievement-Preparatory-Academy-PCS/?utm_source=GSAPI&utm_medium=referral,4.0,113.0,Achievement Preparatory Academy Pcs,1100072.0,20032
3,881,Alternative Solutions for Youth,private,n/a,,,Washington,DC,"1301 Lenfant Square, 
Washington, DC  20020",(202) 584-1244,(423) 472-2718,http://dcase.org/Alternative,,38.87393,-76.97009,https://www.greatschools.org/washington-dc/washington/881-Alternative-Solutions-For-Youth/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/881-Alternative-Solutions-For-Youth/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/881-Alternative-Solutions-For-Youth/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/881-Alternative-Solutions-For-Youth/?utm_source=GSAPI&utm_medium=referral,,,,,20020
4,164,Annunciation Catholic School,private,PK-8,140.0,4.0,Washington,DC,"3825 Klingle Pl, 
Washington, DC  20016",(202) 362-1408,,http://www.annunciationschool.net,00252626,38.929733,-77.0753,https://www.greatschools.org/washington-dc/washington/164-Annunciation-Catholic-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/164-Annunciation-Catholic-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/164-Annunciation-Catholic-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/164-Annunciation-Catholic-School/?utm_source=GSAPI&utm_medium=referral,,,,,20016
5,847,BASIS DC,charter,5-12,648.0,4.0,Washington,DC,"410 8th Street NW, 
Washington, DC  20004",(202) 804-6390,(202) 393-5438,http://www.basisdc.org,110008300443,38.89523,-77.02331,https://www.greatschools.org/washington-dc/washington/847-BASIS-DC-/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/847-BASIS-DC-/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/847-BASIS-DC-/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/847-BASIS-DC-/?utm_source=GSAPI&utm_medium=referral,8.0,124.0,Basis Dc Pcs,1100083.0,20004
6,181,Blessed Sacrament Elementary School,private,K-8,535.0,4.0,Washington,DC,"5841 Chevy Chase Pkwy NW, 
Washington, DC  20015",(202) 966-6682,(202) 966-4938,www.bsstoday.org,00253029,38.967937,-77.075226,https://www.greatschools.org/washington-dc/washington/181-Blessed-Sacrament-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/181-Blessed-Sacrament-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/181-Blessed-Sacrament-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/181-Blessed-Sacrament-Elementary-School/?utm_source=GSAPI&utm_medium=referral,,,,,20015
7,209,Bridges Early Childhood Academy,private,PK-8,180.0,4.0,Washington,DC,"6123 Georgia Avenue Northwest, 
Washington, DC  20011",(202) 829-1901,(202) 829-2429,www.bridgespcs.org,02016154,38.96445,-77.02734,https://www.greatschools.org/washington-dc/washington/209-Bridges-Early-Childhood-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/209-Bridges-Early-Childhood-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/209-Bridges-Early-Childhood-Academy/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/209-Bridges-Early-Childhood-Academy/?utm_source=GSAPI&utm_medium=referral,,,,,20011
8,88,Brightwood Education Campus,public,PK-8,573.0,2.0,Washington,DC,"1300 Nicholson Street Northwest, 
Washington, DC  20011",(202) 722-5670,(202) 576-6168,http://www.dcps.dc.gov,110003000112,38.960712,-77.03016,https://www.greatschools.org/washington-dc/washington/88-Brightwood-Education-Campus/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/88-Brightwood-Education-Campus/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/88-Brightwood-Education-Campus/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/88-Brightwood-Education-Campus/?utm_source=GSAPI&utm_medium=referral,6.0,1.0,District Of Columbia Public Schools,1100030.0,20011
9,373,British International School of Washington,private,PK-12,501.0,3.0,Washington,DC,"2001 Wisconsin Avenue NW, 
Washington, DC  20007",(202) 829-3700,(202) 829-6522,http://www.nordangliaeducation.com/our-schools/washington,A0500912,38.91671,-77.0681,https://www.greatschools.org/washington-dc/washington/373-British-International-School-Of-Washington/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/373-British-International-School-Of-Washington/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/373-British-International-School-Of-Washington/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/373-British-International-School-Of-Washington/?utm_source=GSAPI&utm_medium=referral,,,,,20007
10,1234,Brookland MS,public,6-8,,,Washington,DC,"1150 Michigan Avenue Northeast, 
Washington, DC  20017",(202) 759-1999,,http://www.dcps.dc.gov,110003000494,38.938694,-76.99122,https://www.greatschools.org/washington-dc/washington/1234-Brookland-MS/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/1234-Brookland-MS/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/1234-Brookland-MS/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/1234-Brookland-MS/?utm_source=GSAPI&utm_medium=referral,3.0,1.0,District Of Columbia Public Schools,1100030.0,20017
11,333,Browne Education Campus,public,PK-8,364.0,5.0,Washington,DC,"850 26th Street Northeast, 
Washington, DC  20002",(202) 671-6210,(202) 724-1530,http://www.dcps.dc.gov,110003000152,38.903183,-76.97088,https://www.greatschools.org/washington-dc/washington/333-Browne-Education-Campus/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/333-Browne-Education-Campus/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/333-Browne-Education-Campus/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/333-Browne-Education-Campus/?utm_source=GSAPI&utm_medium=referral,5.0,1.0,District Of Columbia Public Schools,1100030.0,20002
